text,intent,cluster_kmeans,cluster_dbscan,x,y,label_kmeans,label_dbscan
want hepl regarding my signup,registration_problems,15,8,14.786355,2.600067,"sign, signup, inform","sign, signup, notify"
help to check in which cases can i request my money back,check_refund_policy,2,52,-6.4780507,12.557368,"help, money, refund","money, help, check"
what do i have to do to locate my bill from,check_invoice,6,37,-1.0153505,17.4017,"help, look, know","help, look, know"
how to see the options for shipping?,delivery_options,16,28,4.855568,-7.034391,"options, methods, delivery","shipping, methods, options"
"i have to list your accepted payment methods, i need help",check_payment_methods,11,7,-6.3367357,25.290194,"payment, methods, help","payment, methods, help"
can ya tell me about signing up to ur newsletter,newsletter_subscription,10,6,-1.9976592,-9.652821,"newsletter, help, corporate","newsletter, corporate, sign"
i do not know how i can unubscribe to the newsletter,newsletter_subscription,10,44,-2.5839982,-8.224707,"newsletter, help, corporate","newsletter, unsubscribe, help"
can uhelp me subscribe to ur newsletter,newsletter_subscription,10,6,-2.2280202,-9.349824,"newsletter, help, corporate","newsletter, corporate, sign"
i have got to leave my feedback about your services,review,9,20,-6.24538,-1.2621274,"feedback, leave, help","feedback, leave, help"
need to check the withdrawal charge,check_cancellation_fee,8,25,20.907759,2.0694323,"termination, early, check","withdrawal, charge, help"
i do notknow how to get refunds of my money,get_refund,2,19,-7.5334277,10.97872,"help, money, refund","refunds, refund, request"
"i have got to see the fucking delivery methods, i need help",delivery_options,16,50,11.120117,-9.512736,"options, methods, delivery","delivery, methods, check"
need help checking the eta of the order,track_order,18,65,-8.168509,19.632065,"eta, purchase, order","eta, order, check"
assistance sending some efedback about a product,review,9,20,-5.560924,-0.47098044,"feedback, leave, help","feedback, leave, help"
"i have got to file a customer reclamation, how do i do it?",complaint,12,24,-1.8871288,7.304454,"claim, complaint, help","claim, complaint, help"
where do i obtain reimbursements of money?,get_refund,2,12,-9.061358,12.898923,"help, money, refund","money, restitution, help"
i'm trying to retrieve the password of my profile,recover_password,13,39,18.093416,10.638974,"user, key, account","user, key, account"
help to talk with customer assistance,contact_customer_service,3,11,-5.1454015,3.8440998,"customer, talk, assistance","customer, assistance, talk"
i have to recover my avcount pin code,recover_password,21,55,17.340557,15.5293,"pin, user, code","pin, user, code"
i want assistance getting the bloody bill from,get_invoice,6,37,-0.7139407,17.146935,"help, look, know","help, look, know"
issue submitting a secondary shipping address,set_up_shipping_address,5,17,2.1978016,-1.5645102,"address, delivery, shipping","address, secondary, delivery"
i want help to inform of problems with a sign-up,registration_problems,15,8,14.740896,2.6439438,"sign, signup, inform","sign, signup, notify"
want help closing the standard account,delete_account,4,13,6.2475886,7.6992235,"account, need, help","account, know, standard"
problems setting up my secondary delivery address,set_up_shipping_address,5,17,2.0319836,-1.3824142,"address, delivery, shipping","address, secondary, delivery"
wanna ask for a compensatin of money,get_refund,2,12,-9.387241,12.734412,"help, money, refund","money, restitution, help"
need help seeing purchase status,track_order,1,41,6.232791,17.250849,"order, purchase, help","purchase, status, check"
"i don't want to talk to a bot, direct to me a human agent",contact_human_agent,3,27,-5.0998206,14.370354,"customer, talk, assistance","agent, talk, human"
switch to the account,switch_account,4,1,12.043496,4.512562,"account, need, help","account, standard, change"
"i need to give a quick look at my invoice #00108, help me",check_invoice,17,33,1.6558801,18.907082,"invoice, invoices, know","invoice, 37777, know"
can uhelp me demanding a rebate,get_refund,2,31,-11.699301,10.722628,"help, money, refund","rebate, money, rebates"
i am trying to see in what cases can i request a refund,check_refund_policy,2,19,-6.974214,10.102279,"help, money, refund","refunds, refund, request"
where to list the accepted payment options,check_payment_methods,11,7,-6.266733,23.967232,"payment, methods, help","payment, methods, help"
where can i list your accepted payment options?,check_payment_methods,11,7,-6.2576995,23.973322,"payment, methods, help","payment, methods, help"
what do i have to do to get the invoice from ?,get_invoice,17,9,2.430115,18.943842,"invoice, invoices, know","invoice, invoices, download"
changkng to platinum account,switch_account,4,54,8.246997,3.9642324,"account, need, help","platinum, account, help"
i need help leaving feedback about your products,review,9,20,-5.366724,-0.5644615,"feedback, leave, help","feedback, leave, help"
i do not know wht i have to do to get my invoice #85632,get_invoice,17,33,1.793144,19.242636,"invoice, invoices, know","invoice, 37777, know"
i don't know how i can leave my feedback for your services,review,9,20,-6.2314963,-1.1846102,"feedback, leave, help","feedback, leave, help"
do you have a way to leave a review?,review,9,20,-5.4742846,-1.5300946,"feedback, leave, help","feedback, leave, help"
i want to inform of problems with signup,registration_problems,15,8,14.750003,2.6669874,"sign, signup, inform","sign, signup, notify"
i don't know what to do to lodge a complaint,complaint,12,24,0.48035684,6.1647196,"claim, complaint, help","claim, complaint, help"
want help to enter the goddamn delivery address,set_up_shipping_address,5,4,3.2149596,-3.6108766,"address, delivery, shipping","address, delivery, shipping"
how soon can i expect my article?,delivery_period,0,5,-15.608925,14.33398,"arrive, soon, expect","article, arrive, help"
what do i need to do to switch to the freemium account?,switch_account,4,51,7.2846894,5.546058,"account, need, help","freemium, account, info"
where do i see when my item is gonna arrive,delivery_period,0,3,-11.840408,0.9091812,"arrive, soon, expect","arrive, check, help"
i want to buy several of your article,place_order,1,32,9.669905,14.708663,"order, purchase, help","article, articles, order"
"i want to see your money back policy, i need help",check_refund_policy,2,52,-6.9403687,12.032946,"help, money, refund","money, help, check"
how can i lodge a reclamation against your business?,complaint,12,24,-1.927812,7.1606,"claim, complaint, help","claim, complaint, help"
help unsubscribing to ur newsletter,newsletter_subscription,10,44,-2.6613772,-8.242865,"newsletter, help, corporate","newsletter, unsubscribe, help"
i don't know how i could chat with a goddamn human agent,contact_human_agent,3,27,-5.129665,14.3313875,"customer, talk, assistance","agent, talk, human"
can i see the current status of the compensation?,track_refund,2,53,-10.855753,12.575929,"help, money, refund","compensation, status, current"
assistance to speak with a live agent,contact_human_agent,3,63,-4.165919,13.974222,"customer, talk, assistance","agent, live, speak"
i cannot report a registration error,registration_problems,15,0,15.643237,6.506432,"sign, signup, inform","registration, inform, report"
"i don't want this product, cancel purchase",cancel_order,1,35,6.207543,11.142655,"order, purchase, help","purchase, cancel, order"
close premium account,delete_account,4,16,9.764015,5.9843125,"account, need, help","account, premium, daughter"
can ya help me report payment issues,payment_issue,7,18,0.8807055,24.58419,"payment, online, payments","payment, online, payments"
i am trying to get in touch with customer service,contact_customer_service,3,11,-4.760514,4.045235,"customer, talk, assistance","customer, assistance, talk"
i dont know how i can switch to the freemium account,switch_account,4,51,7.310705,5.571591,"account, need, help","freemium, account, info"
i want help to check how soon can i expect my product,delivery_period,0,49,-13.748697,0.9013434,"arrive, soon, expect","soon, expect, check"
i want to switch an article of purchase,change_order,1,32,8.836102,14.25194,"order, purchase, help","article, articles, order"
help to update the information included on my account,edit_account,4,1,11.47171,5.375693,"account, need, help","account, standard, change"
where do i find the invoice from ?,check_invoice,17,9,2.1795173,19.030613,"invoice, invoices, know","invoice, invoices, download"
can you help me to file a customer reclamation?,complaint,12,24,-1.8580002,7.306286,"claim, complaint, help","claim, complaint, help"
how can i check ur money back guarantee,check_refund_policy,2,52,-6.8660865,11.966361,"help, money, refund","money, help, check"
i want help filing a consumer complaint,complaint,12,24,0.38318747,6.050145,"claim, complaint, help","claim, complaint, help"
could you help menotifying of troubles with online payment?,payment_issue,7,18,1.9957433,25.021547,"payment, online, payments","payment, online, payments"
can i download the bill from ?,get_invoice,6,37,0.21955489,16.66062,"help, look, know","help, look, know"
help checking in which situations can i ask to be reimbursed,check_refund_policy,2,59,-1.4526947,2.891623,"help, money, refund","cases, ask, reimbursed"
i do not know what to do to get reimbursements,get_refund,2,12,-8.958367,12.952063,"help, money, refund","money, restitution, help"
i don't know what i have to do to cancel a premium account,delete_account,4,16,9.760389,5.9991965,"account, need, help","account, premium, daughter"
i am trying to see the accepted payment methods,check_payment_methods,11,7,-6.349712,25.28827,"payment, methods, help","payment, methods, help"
i do not know how to check the delivery methods,delivery_options,16,50,11.136088,-9.530164,"options, methods, delivery","delivery, methods, check"
i want assistance canceling purchase,cancel_order,1,35,5.869122,10.645825,"order, purchase, help","purchase, cancel, order"
switch several items of order,change_order,1,2,7.2583394,13.945668,"order, purchase, help","order, purchase, help"
i need help purchasing several items,place_order,1,10,5.308463,14.702005,"order, purchase, help","item, help, product"
new pro account,create_account,4,1,10.397839,4.89298,"account, need, help","account, standard, change"
need assistance shopping some of your product,place_order,1,10,5.04602,14.695782,"order, purchase, help","item, help, product"
where do i retrieve my user access key?,recover_password,13,39,18.732916,9.856663,"user, key, account","user, key, account"
"i have to see the early exit charge, how do i do it?",check_cancellation_fee,8,60,19.945726,3.4044435,"termination, early, check","exit, early, charge"
take a quick look at my invoices from,check_invoice,17,9,2.8959289,18.70714,"invoice, invoices, know","invoice, invoices, download"
i need help to see the cancellation charges,check_cancellation_fee,19,40,1.1139429,11.400204,"cancellation, need, charges","cancellation, charges, fees"
where do i receive the corporate newsletter?,newsletter_subscription,10,6,-2.4800484,-9.746127,"newsletter, help, corporate","newsletter, corporate, sign"
i have to check when my product is going to arrive,delivery_period,0,3,-11.704111,0.7721277,"arrive, soon, expect","arrive, check, help"
i need assistance to leave an opinion for your services,review,9,20,-6.0736513,-1.5999177,"feedback, leave, help","feedback, leave, help"
where could i receive your company newsletter?,newsletter_subscription,10,6,-2.4709609,-9.774468,"newsletter, help, corporate","newsletter, corporate, sign"
wanna send some feedback for ur company i need help,review,9,20,-4.962476,-1.3073057,"feedback, leave, help","feedback, leave, help"
could you help me set up the new shipping address?,set_up_shipping_address,5,4,3.8631008,-1.995947,"address, delivery, shipping","address, delivery, shipping"
help me report problems with online payment,payment_issue,7,18,2.2206633,24.571991,"payment, online, payments","payment, online, payments"
i want assistance checking how long refunds take,check_refund_policy,2,66,-8.385834,10.993006,"help, money, refund","long, refunds, help"
i do not know what i have to do to download the bill #85632,get_invoice,6,37,0.53853595,16.493553,"help, look, know","help, look, know"
i dont know what to do to talk to an assistant,contact_human_agent,3,62,-5.202731,6.2955136,"customer, talk, assistance","assistant, operator, help"
i have a problem with canceling purchase,cancel_order,1,35,5.9926953,10.775799,"order, purchase, help","purchase, cancel, order"
i do not know how i can create a platinum account,create_account,4,54,8.374397,4.034123,"account, need, help","platinum, account, help"
there are troubles submitting a new delivery address,set_up_shipping_address,5,4,3.0163698,-3.1153045,"address, delivery, shipping","address, delivery, shipping"
i need assistance to talk with somelne,contact_human_agent,3,11,-5.240152,5.0554285,"customer, talk, assistance","customer, assistance, talk"
i have a queston about the payment,payment_issue,7,18,0.49789882,24.191975,"payment, online, payments","payment, online, payments"
"i have to check how soon can i expect my parcel, help me",delivery_period,0,3,-12.477179,1.5573677,"arrive, soon, expect","arrive, check, help"
i can't talk with a person,contact_human_agent,3,11,-5.406123,5.4102316,"customer, talk, assistance","customer, assistance, talk"
want help notifying of a trouble with paymenst,payment_issue,7,18,1.0354695,24.137552,"payment, online, payments","payment, online, payments"
help me solving troubles with payments,payment_issue,7,18,0.3055489,24.319069,"payment, online, payments","payment, online, payments"
what do i have to do to chat with somebody?,contact_human_agent,3,11,-5.3735576,5.6778183,"customer, talk, assistance","customer, assistance, talk"
i need assistance to speak with an agent,contact_human_agent,3,27,-4.885359,14.582074,"customer, talk, assistance","agent, talk, human"
i have got to change my user info,edit_account,4,1,11.813386,5.4191976,"account, need, help","account, standard, change"
can you help me to retrieve the pwd of my profile ?,recover_password,13,39,18.346474,11.033506,"user, key, account","user, key, account"
i need assistance with opening a account,create_account,4,1,11.98442,3.5777416,"account, need, help","account, standard, change"
i need assistance checking how soon can i expect my delivery,delivery_period,0,3,-12.326455,0.15852825,"arrive, soon, expect","arrive, check, help"
i cannot report a sign-up error,registration_problems,15,8,14.306202,2.25002,"sign, signup, inform","sign, signup, notify"
i have errors setting the secondary shipping address up,set_up_shipping_address,5,17,2.1857631,-1.5424505,"address, delivery, shipping","address, secondary, delivery"
want help cancelling the corporate newsletter subscription,newsletter_subscription,20,42,6.112517,-13.069379,"newsletter, subscription, cancel","newsletter, subscription, cancel"
help to use the profile,switch_account,4,23,11.18061,6.931941,"account, need, help","profile, use, help"
need help changing to the standard account,switch_account,4,1,11.488419,4.3296075,"account, need, help","account, standard, change"
i have got to retrieve my user account pin,recover_password,21,55,17.4694,15.408247,"pin, user, code","pin, user, code"
help me cancel my subscriptiopn to ur newsletter,newsletter_subscription,20,42,5.822085,-12.781319,"newsletter, subscription, cancel","newsletter, subscription, cancel"
how can i reset my profile pass?,recover_password,13,39,17.887976,10.437548,"user, key, account","user, key, account"
assistance to switch something of order,change_order,1,2,7.2406907,13.945565,"order, purchase, help","order, purchase, help"
how can i see ur available payment options,check_payment_methods,11,7,-6.062301,24.147133,"payment, methods, help","payment, methods, help"
i need assistance to report sign-up problems,registration_problems,15,8,14.259748,2.473856,"sign, signup, inform","sign, signup, notify"
i don't know what i have to do to close a standard account,delete_account,4,13,6.204367,7.7748995,"account, need, help","account, know, standard"
cancel premium acount,delete_account,4,16,9.739494,5.974379,"account, need, help","account, premium, daughter"
i do't know how to download my bills from,get_invoice,6,37,-0.045534078,16.587826,"help, look, know","help, look, know"
i need help trying to update the shipping address,change_shipping_address,5,4,4.456661,-2.7925117,"address, delivery, shipping","address, delivery, shipping"
"i have to earn a damn product , how could i do it?",place_order,1,10,4.509425,14.7914295,"order, purchase, help","item, help, product"
want help to give a quick look at invoice #12588,check_invoice,17,33,1.6289818,18.889229,"invoice, invoices, know","invoice, 37777, know"
wanna see how long refunds take help me,check_refund_policy,2,66,-8.409558,11.0047,"help, money, refund","long, refunds, help"
check accepted payment methoxs,check_payment_methods,11,7,-5.2654448,24.950603,"payment, methods, help","payment, methods, help"
need assistance to send feedback about a product,review,9,20,-5.470567,-0.5463196,"feedback, leave, help","feedback, leave, help"
i need assistance checking the goddamn early exit penalty,check_cancellation_fee,8,60,19.824438,3.7376351,"termination, early, check","exit, early, charge"
where can i check how soon can i expect my item,delivery_period,0,49,-13.819181,0.9182782,"arrive, soon, expect","soon, expect, check"
want help seeing what hours ik can call customer service,contact_customer_service,14,21,-14.08292,6.588533,"customer, hours, help","customer, hours, help"
i don't know how i can submit feedback for your products,review,9,20,-5.475039,-0.66398066,"feedback, leave, help","feedback, leave, help"
i need help to look for the bill #12588,check_invoice,6,37,-1.1282746,17.777918,"help, look, know","help, look, know"
i want information about the removal of my freemium account,delete_account,4,13,6.8947167,5.9728827,"account, need, help","account, know, standard"
where to see what shipment options i have?,delivery_options,16,64,4.8699613,-7.4855766,"options, methods, delivery","options, shipment, check"
i need help reporting a problem with payment,payment_issue,7,18,0.89508903,24.561438,"payment, online, payments","payment, online, payments"
how can i track the compensation?,track_refund,2,53,-10.84916,12.574457,"help, money, refund","compensation, status, current"
correcting info on freemium account,edit_account,4,51,7.217826,5.506986,"account, need, help","freemium, account, info"
how can i obtain refunds of my money?,get_refund,2,19,-7.5196104,10.968108,"help, money, refund","refunds, refund, request"
want assistance to obtain a restitution of money,get_refund,2,12,-9.581491,12.776607,"help, money, refund","money, restitution, help"
want assistance to report a sign-up error,registration_problems,15,8,14.295414,2.237196,"sign, signup, inform","sign, signup, notify"
help me to see what hours i can reach customer service,contact_customer_service,14,21,-14.120318,6.5972257,"customer, hours, help","customer, hours, help"
need help regadring my sign-up,registration_problems,15,8,14.569135,2.5111258,"sign, signup, inform","sign, signup, notify"
check the early termination fee,check_cancellation_fee,8,15,23.296818,6.749891,"termination, early, check","termination, check, fee"
how can i send feedback about a product,review,9,20,-5.510608,-0.64269733,"feedback, leave, help","feedback, leave, help"
i am trying to see the early exit fees,check_cancellation_fee,8,47,19.118025,2.9863126,"termination, early, check","early, exit, fees"
help switching some products oforder,change_order,1,2,7.2486987,13.970064,"order, purchase, help","order, purchase, help"
what do i have to do to make a complaint?,complaint,12,24,0.4535217,6.136679,"claim, complaint, help","claim, complaint, help"
need to check what shipping options are available,delivery_options,16,28,4.904317,-6.961305,"options, methods, delivery","shipping, methods, options"
i don't know what i need to do to check your refund policy,check_refund_policy,2,46,-7.6894517,11.542081,"help, money, refund","refund, help, policy"
i try to check how long it takes for the parcel to arrive,delivery_period,0,3,-12.427061,1.0842546,"arrive, soon, expect","arrive, check, help"
is it possible to look for my bill #85632,check_invoice,6,37,-1.1121135,17.548199,"help, look, know","help, look, know"
can i use the pro profile?,switch_account,4,23,11.077586,6.823375,"account, need, help","profile, use, help"
how do i see the damn status of order,track_order,1,61,8.465888,19.399673,"order, purchase, help","order, status, current"
i do not know what i need to do to receive reimbursemenrs,get_refund,2,12,-8.96235,12.953607,"help, money, refund","money, restitution, help"
i need help to notify of an error with payments,payment_issue,7,18,1.4798899,24.174059,"payment, online, payments","payment, online, payments"
how can i cancel a platinum account?,delete_account,4,14,7.750252,3.9257972,"account, need, help","account, platinum, need"
i do not know what i need to do to change to the pro acount,switch_account,4,1,10.419069,4.9094367,"account, need, help","account, standard, change"
i do not know how to see when my delivery is gonna arrive,delivery_period,0,3,-11.951263,0.62664044,"arrive, soon, expect","arrive, check, help"
where to download my bills from ?,get_invoice,6,37,-0.08554144,16.60744,"help, look, know","help, look, know"
where do i see the withdrawal penalty,check_cancellation_fee,8,56,20.79594,1.1627995,"termination, early, check","withdrawal, penalties, penalty"
i do not know how i can list the accepted payment modalitiws,check_payment_methods,11,7,-5.0168242,24.972193,"payment, methods, help","payment, methods, help"
i don't know what i have to do to subit some feedback,review,9,20,-5.75942,-0.82076514,"feedback, leave, help","feedback, leave, help"
what do i have to do to delete the freemium account,delete_account,4,13,6.906234,5.9316025,"account, need, help","account, know, standard"
i do not know what i need to do to report payment problems,payment_issue,7,18,0.89763904,24.64884,"payment, online, payments","payment, online, payments"
can ya help me to see what payment options ya accept,check_payment_methods,11,7,-6.121512,24.100445,"payment, methods, help","payment, methods, help"
check the accepted payment modalities,check_payment_methods,11,7,-5.0482497,24.930674,"payment, methods, help","payment, methods, help"
correct info on standard account,edit_account,4,1,11.583867,3.9375212,"account, need, help","account, standard, change"
i have got to download the invoice from,get_invoice,17,9,2.2824557,17.9185,"invoice, invoices, know","invoice, invoices, download"
notifying of errors creating profile,registration_problems,15,8,14.494416,1.8321683,"sign, signup, inform","sign, signup, notify"
i do not know what to do to notify of a sign-up issue,registration_problems,15,8,15.046443,2.3664103,"sign, signup, inform","sign, signup, notify"
there is a problem with my registration,registration_problems,15,0,15.738731,6.4864097,"sign, signup, inform","registration, inform, report"
i want assistance to see my invoices from,check_invoice,17,9,2.9186282,18.68869,"invoice, invoices, know","invoice, invoices, download"
"i have to contact customer assistance, how can i do it?",contact_customer_service,3,11,-4.8489876,4.064762,"customer, talk, assistance","customer, assistance, talk"
"i need to check the termination charge, how to do it?",check_cancellation_fee,8,15,23.598757,6.439993,"termination, early, check","termination, check, fee"
i want assistance acquiring a few of ur item,place_order,1,10,5.1988935,14.804518,"order, purchase, help","item, help, product"
can i use the acclunt?,switch_account,4,1,11.66433,4.2206407,"account, need, help","account, standard, change"
i have to speak with a person,contact_human_agent,3,11,-5.3453712,5.1877203,"customer, talk, assistance","customer, assistance, talk"
i have to delete the fucking freemium account i need help,delete_account,4,13,6.8998947,5.950482,"account, need, help","account, know, standard"
want help to delete some items from order,change_order,1,26,8.94505,13.23517,"order, purchase, help","order, delete, help"
i want to leave a review for a product,review,9,20,-5.4327006,-1.5154064,"feedback, leave, help","feedback, leave, help"
i cant make a payment i wanna repotr a problem,payment_issue,7,18,0.711846,24.380049,"payment, online, payments","payment, online, payments"
i want to see when my purchase is going to arrive,delivery_period,0,3,-11.722873,1.0345144,"arrive, soon, expect","arrive, check, help"
"i have to set up my shipping address, i need assistance",set_up_shipping_address,5,4,3.920604,-1.9695807,"address, delivery, shipping","address, delivery, shipping"
i have got to buy some items how can i do it,place_order,1,10,5.283202,14.827587,"order, purchase, help","item, help, product"
how can i see what shipment options i can choose,delivery_options,16,64,4.863822,-7.4578185,"options, methods, delivery","options, shipment, check"
want help subscribing to ur companynewsletter,newsletter_subscription,10,6,-2.5270746,-9.705881,"newsletter, help, corporate","newsletter, corporate, sign"
i have got to download my invoice from,get_invoice,17,9,2.3823903,17.989954,"invoice, invoices, know","invoice, invoices, download"
want help updating the address,change_shipping_address,5,29,6.993396,-3.2443993,"address, delivery, shipping","address, trying, help"
i try to check the payment methods,check_payment_methods,11,7,-6.235647,25.526665,"payment, methods, help","payment, methods, help"
i need assistance checking how soon can i expect the package,delivery_period,0,3,-11.94847,0.2769066,"arrive, soon, expect","arrive, check, help"
i od not know what i need to do to report a sign-up issue,registration_problems,15,8,14.287458,2.4464805,"sign, signup, inform","sign, signup, notify"
can you help me to retrieve my account pwd?,recover_password,13,39,18.362717,11.022131,"user, key, account","user, key, account"
i want assistance seeing your bloody payment options,check_payment_methods,11,7,-6.05229,24.807943,"payment, methods, help","payment, methods, help"
how do i see at what time customer support availabl is,contact_customer_service,14,21,-14.360021,6.9343557,"customer, hours, help","customer, hours, help"
have a question about creating fucking accounts,create_account,4,1,12.206861,3.112879,"account, need, help","account, standard, change"
"my shipping address has changed, i want to edit it",change_shipping_address,5,4,4.5738297,-2.8525827,"address, delivery, shipping","address, delivery, shipping"
"i have to talk with customer support, i need help",contact_customer_service,3,11,-5.0765376,3.82921,"customer, talk, assistance","customer, assistance, talk"
i don't know how to cancel the account,delete_account,4,13,6.614309,7.442945,"account, need, help","account, know, standard"
get bill from,get_invoice,6,37,-0.6814574,17.174564,"help, look, know","help, look, know"
"i want to see what shipment methods are there, i need help",delivery_options,16,28,5.842162,-7.01991,"options, methods, delivery","shipping, methods, options"
i want help seeing when will my item arrive,delivery_period,0,3,-11.788254,0.8912634,"arrive, soon, expect","arrive, check, help"
i chose a wrong delivery address,change_shipping_address,5,4,3.7329247,-3.6023772,"address, delivery, shipping","address, delivery, shipping"
how can i inform of a payment error?,payment_issue,7,18,1.4810884,24.19723,"payment, online, payments","payment, online, payments"
i do not know what i have to do to list your payment methods,check_payment_methods,11,7,-6.2254477,25.568521,"payment, methods, help","payment, methods, help"
how could i make a consumer claim against your company?,complaint,12,24,-0.71537405,7.0466857,"claim, complaint, help","claim, complaint, help"
want assistance to edit purchase,change_order,1,2,7.3427606,14.66664,"order, purchase, help","order, purchase, help"
i do not know how i can set up my new shipping address,set_up_shipping_address,5,4,3.8542254,-2.0126553,"address, delivery, shipping","address, delivery, shipping"
where coujld i order several of your product?,place_order,1,10,5.440145,14.244599,"order, purchase, help","item, help, product"
i need assistance to lodge a claim against your organization,complaint,12,24,-0.34741825,7.148103,"claim, complaint, help","claim, complaint, help"
need help reporting errors with registratons,registration_problems,15,0,15.674234,6.547799,"sign, signup, inform","registration, inform, report"
i dont know how i could delpete the goddamn account,delete_account,4,13,5.5819745,7.435193,"account, need, help","account, know, standard"
contacting human agent,contact_human_agent,3,27,-5.0928125,14.377642,"customer, talk, assistance","agent, talk, human"
i have a question about opening a account,create_account,4,1,12.037924,3.5090091,"account, need, help","account, standard, change"
i don't know what to do ti see my invoice from,check_invoice,17,9,2.437577,18.944447,"invoice, invoices, know","invoice, invoices, download"
want assistance informing of sign-up issuues,registration_problems,15,8,14.837211,2.6161926,"sign, signup, inform","sign, signup, notify"
mldifying gold account,edit_account,4,36,8.633428,6.4116664,"account, need, help","gold, account, change"
help filing a consumer complaint against ur business,complaint,12,24,0.096530065,5.899813,"claim, complaint, help","claim, complaint, help"
help me reset my profile key,recover_password,13,39,18.633854,9.739232,"user, key, account","user, key, account"
i have got to obtain a reimbursement,get_refund,2,12,-9.001132,12.85583,"help, money, refund","money, restitution, help"
i have a problem entering another delivery address,set_up_shipping_address,5,4,3.2584896,-3.3446877,"address, delivery, shipping","address, delivery, shipping"
i try to switch to the standard account,switch_account,4,1,11.659797,4.3589015,"account, need, help","account, standard, change"
i have to locate my damn bills from,check_invoice,6,37,-0.8369795,16.797794,"help, look, know","help, look, know"
"i have got to receive the corporate newsletter, i need help",newsletter_subscription,10,6,-2.517163,-9.779126,"newsletter, help, corporate","newsletter, corporate, sign"
i'm experiencing an issue with my online registration,registration_problems,15,0,15.7102785,6.423765,"sign, signup, inform","registration, inform, report"
how can i submit some feedback abot ur company,review,9,20,-4.987642,-1.2489395,"feedback, leave, help","feedback, leave, help"
where do i see the accepted payment options,check_payment_methods,11,7,-6.2727146,23.956665,"payment, methods, help","payment, methods, help"
where can i subscribe to ur corporate newsletter,newsletter_subscription,10,6,-2.5226867,-9.717139,"newsletter, help, corporate","newsletter, corporate, sign"
i want help giving a quick look at invoice #85632,check_invoice,17,33,1.627824,18.901424,"invoice, invoices, know","invoice, 37777, know"
i am trying ot get rebates,get_refund,2,31,-11.736028,10.700142,"help, money, refund","rebate, money, rebates"
"i have got to report issues with signup, help me",registration_problems,15,8,14.250573,2.4581676,"sign, signup, inform","sign, signup, notify"
want assistance checking the eta of orfer,track_order,18,65,-8.139729,19.65949,"eta, purchase, order","eta, order, check"
can you help me to make a claim against your business?,complaint,12,24,-0.5921788,6.9939985,"claim, complaint, help","claim, complaint, help"
i want assistance to lodge a complaint against your business,complaint,12,24,0.09229013,5.84008,"claim, complaint, help","claim, complaint, help"
i don't know how i could change to the account,switch_account,4,1,12.222927,5.006582,"account, need, help","account, standard, change"
i want assistance restoring the access key of my profile,recover_password,13,39,18.723833,9.781785,"user, key, account","user, key, account"
have problems with the lost pin code,recover_password,21,55,17.322456,15.547358,"pin, user, code","pin, user, code"
i want assistance seeing the withdrawal penalties,check_cancellation_fee,8,56,20.780735,1.1826483,"termination, early, check","withdrawal, penalties, penalty"
i do not know how to check the withdrawal fees,check_cancellation_fee,8,25,21.065487,2.2158816,"termination, early, check","withdrawal, charge, help"
is it possible to see the early termination charges,check_cancellation_fee,8,15,23.560013,6.476527,"termination, early, check","termination, check, fee"
i try to lodge a consumer claim against your organization,complaint,12,24,-0.6701142,7.064018,"claim, complaint, help","claim, complaint, help"
what do i need to do to close a fucking gold account?,delete_account,4,22,7.8113384,6.8097,"account, need, help","gold, account, information"
"i need to set up the new delivery address, how to do it?",set_up_shipping_address,5,4,2.8459187,-3.8100774,"address, delivery, shipping","address, delivery, shipping"
help me see when will mny purchase arrive,delivery_period,0,3,-11.667659,1.0105563,"arrive, soon, expect","arrive, check, help"
where can i find information about the access key reset,recover_password,13,39,18.714642,9.904345,"user, key, account","user, key, account"
assistance checking the restitution current status,track_refund,2,12,-9.715414,11.220817,"help, money, refund","money, restitution, help"
i have got to correct purcgase,change_order,4,13,6.745926,13.756526,"account, need, help","account, know, standard"
help using the gold account,switch_account,4,36,8.646713,6.402862,"account, need, help","gold, account, change"
"i don't use my gold account, i want assistance removing it",delete_account,4,22,7.748374,6.8124013,"account, need, help","gold, account, information"
i want assistance requesting a compnesation of my money,get_refund,2,12,-9.5119295,12.739994,"help, money, refund","money, restitution, help"
could you help me informing of an issue with payments?,payment_issue,7,18,0.681171,24.16434,"payment, online, payments","payment, online, payments"
i dont know how i can remove my premium account,delete_account,4,16,9.795102,5.9472,"account, need, help","account, premium, daughter"
want assistance to solve a payment problem,payment_issue,7,18,0.31599474,24.34406,"payment, online, payments","payment, online, payments"
i am calling to make a complaint against your company,complaint,12,24,0.13365175,5.725293,"claim, complaint, help","claim, complaint, help"
where to acquire several of your item?,place_order,1,10,5.1738935,14.922531,"order, purchase, help","item, help, product"
i need to change some articles of order,change_order,1,32,8.94476,14.170116,"order, purchase, help","article, articles, order"
assistance seeing the available payment options,check_payment_methods,11,7,-6.0873137,24.132519,"payment, methods, help","payment, methods, help"
i need assistance retrieving the damn pin code of my profile,recover_password,21,55,17.518232,15.362999,"pin, user, code","pin, user, code"
can you help me check the cancellation charges?,check_cancellation_fee,19,40,1.091107,11.379672,"cancellation, need, charges","cancellation, charges, fees"
help me lodging a customer complaint against your business,complaint,12,24,0.09254781,5.8971953,"claim, complaint, help","claim, complaint, help"
need assistance to write a comment for ur services,review,9,20,-6.17012,-2.055417,"feedback, leave, help","feedback, leave, help"
